error,raw_response,cleaned_response
      ""unit"": ""ppm"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""0.2""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P21"",
      ""time_period"": ""2013"",
      ""raw_value"": 8.1,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": null,
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""8.1""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P22"",
      ""time_period"": ""2013"",
      ""raw_value"": 686.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""µS/cm"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""686""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P23"",
      ""time_period"": ""2013"",
      ""raw_value"": 446.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/l"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""446""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P24"",
      ""time_period"": ""2013"",
      ""raw_value"": 238.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mV"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""238.0""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""2013"",
      ""raw_value"": 35.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppm"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""35.2""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P2"",
      ""time_period"": ""2013"",
      ""raw_value"": 6.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppm"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""6.0""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P3"",
      ""time_period"": ""2013"",
      ""raw_value"": 45.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppm"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""45.2""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P4"",
      ""time_period"": ""2013"",
      ""raw_value"": 37.3,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppm"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""37.3""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""2013"",
      ""raw_value"": 3.4,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppm"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""3.4""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P6"",
      ""time_period"": ""2013"",
      ""raw_value"": 523.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppb"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""523""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P7"",
      ""time_period"": ""2013"",
      ""raw_value"": 93.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppb"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""93""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P8"",
      ""time_period"": ""2013"",
      ""raw_value"": 70.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppb"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""70""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P9"",
      ""time_period"": ""2013"",
      ""raw_value"": 40.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppb"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""40""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P10"",
      ""time_period"": ""2013"",
      ""raw_value"": 53.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppb"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""53""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P11"",
      ""time_period"": ""2013"",
      ""raw_value"": 316.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppb"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""316""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P12"",
      ""time_period"": ""2013"",
      ""raw_value"": 286.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppb"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
      ""source_location"": ""Table 1, Page 9"",
      ""source_quote"": ""286""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P13"",
      ""time_period"": ""2013"",
      ""raw_value"": 192.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": null,
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""ppb"",
      ""original_source_citation"": ""Parween, M., Ramanathan, A. L., & Raju, N. J. (2017). Waste water management and water quality of river Yamuna in the megacity of Delhi. International Journal of Environmental Science and Technology, 14(10), 2109-2124."",
