measurement_id,paper_citation,original_source_citation,source_location,site_description,latitude,longitude,parameter_name,cas_number,category,matrix,sample_type,time_period,time_granularity,raw_value,mean_value,std_dev,min_value,max_value,n_observations,aggregation_level,limit_qualifier,detection_limit,unit,notes
9,"Majed Alsubih, Roohul Abad Khan. (2024). Pharmaceutical Active Compounds Contamination and Seasonal-Based Ecotoxicity Assessment of the Yamuna River for the Delhi stretch. Rocznik Ochrona Środowiska, 26, 587-602.","Majed Alsubih, Roohul Abad Khan. (2024). Pharmaceutical Active Compounds Contamination and Seasonal-Based Ecotoxicity Assessment of the Yamuna River for the Delhi stretch. Rocznik Ochrona Środowiska, 26, 587-602.","Page 5, Table 2",,,,Lorazepam,856-49-1,anxiety control,,,all seasons,Thrice a year,,80.2253,65.28888,22.94,238.64,,overall study,,,ng L-1,"source_quote: Lorazepam LOR 22.94 238.64 80.2253 65.28888 | issues: Page 1, Abstract & Page 5, Table 2: The schema requires 'site_id' and 'time_period' to be non-null. For aggregated data across the entire study (all sites, all seasons), 'overall' and 'all seasons' were used respectively, which is a deviation from specific site/time IDs.; Page 5, Section 3.1: General ranges for PhACs (e.g., SMZ 112-1734 ng L-1, CIP 38-400 ng L-1, Paracetamol 65-579 ng L-1, CAB 16-183 ng L-1, LOR 61-468 ng L-1, FUT 0-421 ng L-1) were mentioned in the text but could not be extracted as they are not specific to a site or time period within the study, and the schema requires 'site_id' and 'time_period' to be non-null for measurements.; Page 9, Figure 3: Figure 3 legend lists 'Ibuprofen' and 'Ofloxacin' as PhACs, which are not among the 7 PhACs explicitly identified in the abstract and Table 2. Conversely, 'Sulfamethoxazole' (P3) and 'Ketoprofen' (P6), which are among the 7 identified PhACs, are missing from Figure 3. Additionally, Figure 3 presents cumulative concentrations in stacked bar charts, making it difficult to accurately extract individual PhAC concentrations.; Page 12, Section 4: The schema requires 'time_period' to be non-null. For raw values reported in the conclusion, the time period was not specified, so 'overall' was used as a placeholder.; Page 12, Section 4: The schema requires 'site_id' to be non-null. 'Najafgarh drain', 'Nala no. 12', and 'Barapullah downstream' were mentioned as locations for Paracetamol measurements but are not included in the predefined list of sampling sites (S1-S5). Therefore, 'site_id' was set to null for these records."
14,"Majed Alsubih, Roohul Abad Khan. (2024). Pharmaceutical Active Compounds Contamination and Seasonal-Based Ecotoxicity Assessment of the Yamuna River for the Delhi stretch. Rocznik Ochrona Środowiska, 26, 587-602.","Majed Alsubih, Roohul Abad Khan. (2024). Pharmaceutical Active Compounds Contamination and Seasonal-Based Ecotoxicity Assessment of the Yamuna River for the Delhi stretch. Rocznik Ochrona Środowiska, 26, 587-602.","Page 5, Table 2",,,,Paracetamol,103-90-2,NSAID,,,all seasons,Thrice a year,,127.2813,109.49915,0.0,421.0,,overall study,,,ng L-1,"source_quote: Paracetamol PCM 0.00 421.00 127.2813 109.49915 | issues: Page 1, Abstract & Page 5, Table 2: The schema requires 'site_id' and 'time_period' to be non-null. For aggregated data across the entire study (all sites, all seasons), 'overall' and 'all seasons' were used respectively, which is a deviation from specific site/time IDs.; Page 5, Section 3.1: General ranges for PhACs (e.g., SMZ 112-1734 ng L-1, CIP 38-400 ng L-1, Paracetamol 65-579 ng L-1, CAB 16-183 ng L-1, LOR 61-468 ng L-1, FUT 0-421 ng L-1) were mentioned in the text but could not be extracted as they are not specific to a site or time period within the study, and the schema requires 'site_id' and 'time_period' to be non-null for measurements.; Page 9, Figure 3: Figure 3 legend lists 'Ibuprofen' and 'Ofloxacin' as PhACs, which are not among the 7 PhACs explicitly identified in the abstract and Table 2. Conversely, 'Sulfamethoxazole' (P3) and 'Ketoprofen' (P6), which are among the 7 identified PhACs, are missing from Figure 3. Additionally, Figure 3 presents cumulative concentrations in stacked bar charts, making it difficult to accurately extract individual PhAC concentrations.; Page 12, Section 4: The schema requires 'time_period' to be non-null. For raw values reported in the conclusion, the time period was not specified, so 'overall' was used as a placeholder.; Page 12, Section 4: The schema requires 'site_id' to be non-null. 'Najafgarh drain', 'Nala no. 12', and 'Barapullah downstream' were mentioned as locations for Paracetamol measurements but are not included in the predefined list of sampling sites (S1-S5). Therefore, 'site_id' was set to null for these records."
10,"Majed Alsubih, Roohul Abad Khan. (2024). Pharmaceutical Active Compounds Contamination and Seasonal-Based Ecotoxicity Assessment of the Yamuna River for the Delhi stretch. Rocznik Ochrona Środowiska, 26, 587-602.","Majed Alsubih, Roohul Abad Khan. (2024). Pharmaceutical Active Compounds Contamination and Seasonal-Based Ecotoxicity Assessment of the Yamuna River for the Delhi stretch. Rocznik Ochrona Środowiska, 26, 587-602.","Page 5, Table 2",,,,Sulfamethoxazole,723-46-6,antibiotic,,,all seasons,Thrice a year,,60.5987,53.34638,0.0,192.06,,overall study,,,ng L-1,"source_quote: Sulfamethoxazole SMZ 0.00 192.06 60.5987 53.34638 | issues: Page 1, Abstract & Page 5, Table 2: The schema requires 'site_id' and 'time_period' to be non-null. For aggregated data across the entire study (all sites, all seasons), 'overall' and 'all seasons' were used respectively, which is a deviation from specific site/time IDs.; Page 5, Section 3.1: General ranges for PhACs (e.g., SMZ 112-1734 ng L-1, CIP 38-400 ng L-1, Paracetamol 65-579 ng L-1, CAB 16-183 ng L-1, LOR 61-468 ng L-1, FUT 0-421 ng L-1) were mentioned in the text but could not be extracted as they are not specific to a site or time period within the study, and the schema requires 'site_id' and 'time_period' to be non-null for measurements.; Page 9, Figure 3: Figure 3 legend lists 'Ibuprofen' and 'Ofloxacin' as PhACs, which are not among the 7 PhACs explicitly identified in the abstract and Table 2. Conversely, 'Sulfamethoxazole' (P3) and 'Ketoprofen' (P6), which are among the 7 identified PhACs, are missing from Figure 3. Additionally, Figure 3 presents cumulative concentrations in stacked bar charts, making it difficult to accurately extract individual PhAC concentrations.; Page 12, Section 4: The schema requires 'time_period' to be non-null. For raw values reported in the conclusion, the time period was not specified, so 'overall' was used as a placeholder.; Page 12, Section 4: The schema requires 'site_id' to be non-null. 'Najafgarh drain', 'Nala no. 12', and 'Barapullah downstream' were mentioned as locations for Paracetamol measurements but are not included in the predefined list of sampling sites (S1-S5). Therefore, 'site_id' was set to null for these records."
295,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7","Arjun Nagar, Ansari Nagar",28.562742,77.201656,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,430.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
296,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Block D Sangam Vihar,28.512055,77.243812,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,235.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
297,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Ambedkar Nagar I,28.515051,77.23494,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,200.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
298,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Devli Sangam Vihar,28.49345,77.226,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,188.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
299,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Mudirka Marg RK Puram,28.570197,77.182979,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,188.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
300,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7","PSRI Hospital, Malviya Nagar",28.53212,77.2249,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,180.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
301,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7","L2-Block, Devli Sangam Vihar",28.48757,77.2299,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,175.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
302,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Sector 3 RK Puram,28.553089,77.185567,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,170.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
303,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Sec-5 Pushp Vihar,28.52087,77.2248,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,168.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
304,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Sewa Nagar,28.57959,77.2236,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,167.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
305,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Block A Vasant Vihar,28.562217,77.167989,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,166.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
306,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7","Block A-25, Nauroji Nagar",28.56942,77.1979,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,162.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
307,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Govt. Quarter Pushp Vihar,28.52784,77.2256,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,159.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
308,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7","Block E, Saomi Nagar South Ext.",28.54168,77.2264,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,148.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
309,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Adrash Colony RK Puram,28.560986,77.184212,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,140.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
310,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",CGHS Colony Vasant Vihar,28.55305,77.1648,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,139.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
311,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Govt. Quarter Pushp Vihar,28.52784,77.2256,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,138.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
312,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Sarai Kale Khan,28.584052,77.26609,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,134.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
313,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Teen Murti Marg,28.603319,77.196586,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,130.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
314,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Ambedkar Nagar II,28.520212,77.237032,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,119.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
315,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Mahatma Gandhi Andrewsganj,28.56495,77.232,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,118.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
316,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Rishi Nagar Extin,28.57526,77.2186,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,112.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
317,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Jangpura Pant Nagar,28.58683,77.2437,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,110.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
318,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Basant Lok Vasant Vihar,28.560094,77.167748,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,109.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
319,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7","Block A2, Safdarjung Enclave",28.56851,77.1896,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,108.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
