error,raw_response,cleaned_response
      ""raw_value"": 3.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S4"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""November, 2000-2005"",
      ""raw_value"": 3.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""December, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""January, 2000-2005"",
      ""raw_value"": 2.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""February, 2000-2005"",
      ""raw_value"": 2.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""March, 2000-2005"",
      ""raw_value"": 1.8,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""April, 2000-2005"",
      ""raw_value"": 1.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""May, 2000-2005"",
      ""raw_value"": 1.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""June, 2000-2005"",
      ""raw_value"": 1.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""July, 2000-2005"",
      ""raw_value"": 1.8,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""August, 2000-2005"",
      ""raw_value"": 2.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""September, 2000-2005"",
      ""raw_value"": 2.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""October, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S5"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""November, 2000-2005"",
      ""raw_value"": 2.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P2"",
      ""time_period"": ""December, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 4"",
      ""source_quote"": ""Fig. 4 Spatial variation of BOD of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P2"",
      ""time_period"": ""January, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 4"",
      ""source_quote"": ""Fig. 4 Spatial variation of BOD of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P2"",
      ""time_period"": ""February, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 4"",
      ""source_quote"": ""Fig. 4 Spatial variation of BOD of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P2"",
      ""time_period"": ""March, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 4"",
      ""source_quote"": ""Fig. 4 Spatial variation of BOD of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P2"",
      ""time_period"": ""April, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 4"",
      ""source_quote"": ""Fig. 4 Spatial variation of BOD of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P2"",
      ""time_period"": ""May, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 4"",
      ""source_quote"": ""Fig. 4 Spatial variation of BOD of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P2"",
      ""time_period"": ""June, 2000-2005"",
      ""raw_value"": 2.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
